,UserID,Age,Gender,Location,Income,Profession,Demographics,Platform,Total Time Spent,Video Category,Video Length,Time Spent On Video,Frequency,Satisfaction,Watch Reason,Watch Time,Addiction Level,Generation,Income Group
369,370,43,Male,Japan,92692,Labor/Worker,Rural,TikTok,294,Gaming,6,1,Evening,4,Entertainment,3:45 PM,2,Millenials,High Income
370,371,34,Male,India,87580,driver,Rural,YouTube,89,Gaming,4,21,Evening,4,Entertainment,3:45 PM,2,Millenials,Upper-Middle Income
371,372,57,Female,Germany,27368,Labor/Worker,Rural,Instagram,93,Life Hacks,24,10,Afternoon,5,Habit,6:05 PM,3,Gen X,Low Income
372,373,50,Male,Barzil,66403,Students,Urban,Instagram,46,Entertainment,13,1,Evening,4,Boredom,3:45 PM,2,Gen X,Middle Income
373,374,26,Female,Mexico,29168,Waiting staff,Urban,TikTok,241,Pranks,27,26,Morning,2,Habit,9:15 AM,0,Gen Z,Low Income
374,375,60,Other,Vietnam,69879,Teacher,Urban,TikTok,102,Gaming,13,22,Night,7,Boredom,8:30 PM,5,Baby Boomers,Middle Income
375,376,56,Female,India,79871,Waiting staff,Rural,Instagram,111,Jokes/Memes,27,7,Morning,2,Entertainment,9:15 AM,0,Gen X,Upper-Middle Income
376,377,46,Other,United States,52174,Labor/Worker,Rural,Instagram,175,Pranks,11,28,Afternoon,5,Entertainment,6:05 PM,3,Gen X,Lower-Middle Income
377,378,59,Female,Pakistan,26581,Students,Urban,Facebook,168,Pranks,5,14,Night,7,Habit,8:30 PM,5,Gen X,Low Income
378,379,43,Female,Indonesia,91853,driver,Rural,TikTok,23,Jokes/Memes,1,5,Morning,2,Habit,9:15 AM,0,Millenials,High Income
379,380,52,Other,Pakistan,84046,Waiting staff,Urban,TikTok,234,Jokes/Memes,9,17,Afternoon,5,Habit,6:05 PM,3,Gen X,Upper-Middle Income
380,381,42,Male,Barzil,69678,Students,Rural,YouTube,82,Gaming,17,22,Evening,4,Habit,3:45 PM,2,Millenials,Middle Income
381,382,41,Male,Philippines,46649,Labor/Worker,Urban,Facebook,258,Gaming,22,26,Evening,4,Entertainment,3:45 PM,2,Millenials,Lower-Middle Income
382,383,30,Male,United States,34567,Labor/Worker,Rural,Instagram,100,Jokes/Memes,1,21,Evening,4,Habit,3:45 PM,2,Millenials,Low Income
383,384,24,Male,Mexico,81944,Students,Urban,Facebook,225,ASMR,3,6,Afternoon,5,Habit,6:05 PM,3,Gen Z,Upper-Middle Income
384,385,53,Female,United States,98002,Students,Rural,Instagram,99,ASMR,15,16,Afternoon,5,Entertainment,6:05 PM,3,Gen X,High Income
385,386,62,Male,India,48803,Students,Urban,Instagram,38,Trends,26,11,Evening,4,Entertainment,3:45 PM,2,Baby Boomers,Lower-Middle Income
386,387,37,Female,United States,38230,driver,Rural,Facebook,229,Life Hacks,21,10,Night,7,Habit,8:30 PM,5,Millenials,Low Income
387,388,18,Male,India,37862,Students,Rural,TikTok,224,Entertainment,26,15,Night,7,Boredom,8:30 PM,5,Gen Z,Low Income
388,389,25,Male,Japan,63355,Manager,Urban,Instagram,230,Gaming,23,7,Night,7,Procrastination,8:30 PM,5,Gen Z,Middle Income
389,390,63,Male,Mexico,51259,Labor/Worker,Rural,Facebook,51,ASMR,10,23,Night,7,Procrastination,8:30 PM,5,Baby Boomers,Lower-Middle Income
390,391,33,Male,India,50795,Labor/Worker,Rural,YouTube,144,Life Hacks,8,2,Evening,4,Habit,3:45 PM,2,Millenials,Lower-Middle Income
391,392,31,Female,Germany,28770,Labor/Worker,Urban,Facebook,51,Pranks,12,12,Evening,4,Boredom,3:45 PM,2,Millenials,Low Income
392,393,29,Male,Indonesia,31093,Labor/Worker,Urban,YouTube,173,Jokes/Memes,25,19,Night,7,Boredom,8:30 PM,5,Millenials,Low Income
393,394,40,Male,Japan,66571,Students,Rural,Instagram,292,Vlogs,22,12,Evening,4,Boredom,3:45 PM,2,Millenials,Middle Income
394,395,32,Male,Barzil,20193,Manager,Rural,Facebook,67,Jokes/Memes,15,16,Night,7,Habit,8:30 PM,5,Millenials,Low Income
395,396,45,Other,United States,37569,driver,Urban,Facebook,34,Pranks,27,6,Evening,4,Boredom,3:45 PM,2,Gen X,Low Income
396,397,51,Female,Philippines,31190,Waiting staff,Rural,YouTube,82,Life Hacks,9,3,Night,7,Habit,8:30 PM,5,Gen X,Low Income
397,398,19,Other,India,82824,Labor/Worker,Rural,Facebook,138,Entertainment,24,2,Night,7,Habit,8:30 PM,5,Gen Z,Upper-Middle Income
398,399,49,Other,Vietnam,62752,Waiting staff,Rural,Facebook,96,Vlogs,25,20,Morning,2,Habit,9:15 AM,0,Gen X,Middle Income
399,400,40,Male,India,52327,Labor/Worker,Rural,Instagram,162,Gaming,10,5,Morning,2,Habit,7:45 AM,0,Millenials,Lower-Middle Income
400,401,39,Male,Vietnam,62070,Students,Rural,Facebook,191,Vlogs,20,11,Afternoon,5,Procrastination,7:25 PM,3,Millenials,Middle Income
401,402,42,Female,United States,60197,driver,Rural,TikTok,134,Life Hacks,9,26,Afternoon,5,Boredom,7:25 PM,3,Millenials,Middle Income
402,403,39,Female,Vietnam,22261,Students,Urban,YouTube,76,Gaming,15,25,Afternoon,5,Boredom,7:25 PM,3,Millenials,Low Income
403,404,39,Female,Germany,46512,Engineer,Rural,Facebook,15,Vlogs,23,3,Afternoon,5,Procrastination,7:25 PM,3,Millenials,Lower-Middle Income
404,405,59,Male,United States,26716,Students,Urban,YouTube,134,Entertainment,21,3,Evening,4,Boredom,3:55 PM,2,Gen X,Low Income
405,406,23,Male,Mexico,48933,Engineer,Rural,YouTube,62,Pranks,21,22,Morning,2,Boredom,7:45 AM,0,Gen Z,Lower-Middle Income
406,407,32,Female,Indonesia,24378,driver,Rural,YouTube,75,Life Hacks,1,5,Evening,4,Procrastination,3:55 PM,2,Millenials,Low Income
407,408,60,Male,Mexico,60583,Cashier,Rural,Facebook,91,Entertainment,2,22,Night,7,Habit,11:30 PM,5,Baby Boomers,Middle Income
408,409,54,Male,India,49033,driver,Rural,Facebook,96,Entertainment,26,23,Evening,4,Boredom,3:55 PM,2,Gen X,Lower-Middle Income
409,410,50,Other,India,44000,Engineer,Urban,YouTube,11,Jokes/Memes,19,11,Night,7,Procrastination,11:30 PM,5,Gen X,Lower-Middle Income
410,411,25,Male,Indonesia,95868,Waiting staff,Rural,TikTok,213,Jokes/Memes,14,3,Night,7,Habit,11:30 PM,5,Gen Z,High Income
411,412,61,Male,Vietnam,62604,Students,Urban,YouTube,159,Vlogs,8,13,Morning,2,Entertainment,7:45 AM,0,Baby Boomers,Middle Income
412,413,61,Male,Philippines,88336,Waiting staff,Rural,TikTok,112,Trends,6,21,Afternoon,5,Entertainment,7:25 PM,3,Baby Boomers,Upper-Middle Income
413,414,22,Female,Pakistan,93869,Students,Urban,YouTube,33,ASMR,12,8,Evening,4,Habit,3:55 PM,2,Gen Z,High Income
414,415,56,Male,India,25410,Waiting staff,Rural,Instagram,221,Gaming,26,20,Morning,2,Boredom,7:45 AM,0,Gen X,Low Income
415,416,21,Female,Indonesia,76044,Manager,Rural,YouTube,74,ASMR,27,10,Night,7,Boredom,11:30 PM,5,Gen Z,Middle Income
416,417,23,Female,Indonesia,83315,Students,Urban,YouTube,218,ASMR,29,2,Evening,4,Habit,3:55 PM,2,Gen Z,Upper-Middle Income
417,418,62,Male,India,91344,Teacher,Rural,Facebook,260,Jokes/Memes,15,4,Afternoon,5,Boredom,7:25 PM,3,Baby Boomers,High Income
418,419,49,Male,Barzil,26796,Labor/Worker,Urban,TikTok,126,Life Hacks,14,18,Night,7,Habit,11:30 PM,5,Gen X,Low Income
419,420,47,Male,Vietnam,74245,Students,Urban,Instagram,125,Vlogs,21,19,Morning,2,Habit,7:45 AM,0,Gen X,Middle Income
420,421,64,Male,India,63056,Students,Urban,TikTok,246,Entertainment,29,4,Evening,4,Boredom,3:55 PM,2,Baby Boomers,Middle Income
421,422,52,Male,Indonesia,37709,Engineer,Rural,Instagram,114,Gaming,1,20,Morning,2,Boredom,7:45 AM,0,Gen X,Low Income
422,423,57,Male,India,78557,Waiting staff,Rural,YouTube,268,Pranks,28,26,Night,7,Entertainment,11:30 PM,5,Gen X,Middle Income
423,424,33,Male,India,37543,Waiting staff,Rural,Facebook,55,Jokes/Memes,11,9,Evening,4,Procrastination,3:55 PM,2,Millenials,Low Income
424,425,30,Male,India,57418,Waiting staff,Rural,Facebook,225,Comedy,28,16,Evening,4,Habit,3:55 PM,2,Millenials,Lower-Middle Income
425,426,59,Female,Barzil,36724,Artist,Urban,TikTok,33,Pranks,25,26,Night,7,Boredom,11:30 PM,5,Gen X,Low Income
426,427,47,Male,United States,23828,Waiting staff,Rural,Facebook,44,ASMR,3,6,Evening,4,Habit,3:55 PM,2,Gen X,Low Income
427,428,36,Male,Mexico,37087,Engineer,Rural,TikTok,33,Trends,19,25,Evening,4,Entertainment,3:55 PM,2,Millenials,Low Income
428,429,34,Male,Indonesia,32605,Teacher,Urban,TikTok,37,Vlogs,18,4,Evening,4,Boredom,3:55 PM,2,Millenials,Low Income
429,430,36,Female,Vietnam,51337,Artist,Rural,Instagram,25,Pranks,20,9,Evening,4,Habit,3:55 PM,2,Millenials,Lower-Middle Income
430,431,45,Male,Pakistan,25482,Labor/Worker,Rural,TikTok,68,Trends,28,27,Night,7,Boredom,11:30 PM,5,Gen X,Low Income
431,432,43,Female,United States,85333,Students,Rural,Instagram,252,Comedy,2,13,Evening,4,Boredom,3:55 PM,2,Millenials,Upper-Middle Income
432,433,54,Female,United States,70952,Waiting staff,Urban,Facebook,216,Gaming,29,9,Afternoon,5,Habit,7:25 PM,3,Gen X,Middle Income
433,434,43,Male,Philippines,25463,Students,Rural,TikTok,280,Comedy,25,6,Night,7,Entertainment,11:30 PM,5,Millenials,Low Income
434,435,40,Other,Philippines,90448,Engineer,Rural,TikTok,258,Life Hacks,28,21,Evening,4,Habit,3:55 PM,2,Millenials,High Income
435,436,26,Other,Japan,24648,Students,Rural,YouTube,276,Vlogs,26,19,Morning,2,Boredom,7:45 AM,0,Gen Z,Low Income
436,437,29,Female,Barzil,53623,Labor/Worker,Urban,TikTok,202,Trends,7,14,Night,7,Boredom,11:30 PM,5,Millenials,Lower-Middle Income
437,438,18,Female,Pakistan,79156,Students,Urban,TikTok,227,Pranks,8,21,Afternoon,4,Entertainment,7:25 PM,2,Gen Z,Middle Income
438,439,18,Male,Japan,55634,Students,Rural,YouTube,124,ASMR,19,15,Evening,3,Habit,3:55 PM,1,Gen Z,Lower-Middle Income
439,440,64,Male,Barzil,64602,Cashier,Rural,YouTube,77,Jokes/Memes,22,3,Night,8,Entertainment,11:30 PM,6,Baby Boomers,Middle Income
440,441,51,Female,Vietnam,69334,Cashier,Urban,Facebook,84,Entertainment,15,5,Night,8,Entertainment,11:30 PM,6,Gen X,Middle Income
441,442,49,Male,India,88648,Labor/Worker,Rural,TikTok,112,Vlogs,10,21,Evening,3,Boredom,3:55 PM,1,Gen X,Upper-Middle Income
442,443,42,Male,Vietnam,42054,driver,Rural,Facebook,187,Pranks,22,18,Morning,1,Habit,7:45 AM,0,Millenials,Lower-Middle Income
443,444,57,Male,Mexico,90028,Manager,Rural,Facebook,224,Life Hacks,29,14,Evening,3,Boredom,3:55 PM,1,Gen X,High Income
444,445,62,Male,United States,42207,Students,Rural,YouTube,48,Life Hacks,1,16,Evening,3,Boredom,3:55 PM,1,Baby Boomers,Lower-Middle Income
445,446,18,Male,India,41386,Waiting staff,Rural,Instagram,268,Life Hacks,6,14,Night,8,Entertainment,11:30 PM,6,Gen Z,Lower-Middle Income
446,447,33,Female,Philippines,79518,Labor/Worker,Rural,Facebook,213,Gaming,13,9,Morning,1,Entertainment,7:45 AM,0,Millenials,Middle Income
447,448,56,Male,Barzil,72781,Engineer,Rural,Instagram,16,Vlogs,14,15,Evening,3,Boredom,3:55 PM,1,Gen X,Middle Income
448,449,22,Male,Vietnam,72780,Labor/Worker,Urban,TikTok,58,Trends,3,7,Night,8,Boredom,11:30 PM,6,Gen Z,Middle Income
449,450,39,Female,India,81440,driver,Urban,YouTube,35,Entertainment,11,14,Evening,3,Boredom,3:55 PM,1,Millenials,Upper-Middle Income
450,451,46,Other,Mexico,64199,driver,Urban,TikTok,170,Jokes/Memes,3,6,Afternoon,4,Habit,7:25 PM,2,Gen X,Middle Income
451,452,20,Male,Indonesia,81035,Waiting staff,Rural,TikTok,185,Entertainment,19,21,Evening,3,Boredom,3:55 PM,1,Gen Z,Upper-Middle Income
452,453,29,Male,United States,28210,driver,Urban,YouTube,88,Entertainment,10,15,Evening,3,Entertainment,3:55 PM,1,Millenials,Low Income
453,454,43,Male,United States,64363,Manager,Rural,TikTok,11,Vlogs,27,20,Evening,3,Boredom,3:55 PM,1,Millenials,Middle Income
454,455,33,Male,Mexico,98279,driver,Rural,YouTube,141,Entertainment,15,8,Night,8,Entertainment,11:30 PM,6,Millenials,High Income
455,456,54,Other,Mexico,80348,Labor/Worker,Rural,Instagram,285,Trends,11,2,Afternoon,4,Entertainment,7:25 PM,2,Gen X,Upper-Middle Income
456,457,39,Other,Vietnam,75284,Labor/Worker,Urban,TikTok,126,Jokes/Memes,15,8,Evening,3,Boredom,3:55 PM,1,Millenials,Middle Income
457,458,46,Male,India,92124,Waiting staff,Rural,YouTube,173,Trends,26,1,Evening,3,Entertainment,3:55 PM,1,Gen X,High Income
458,459,31,Female,Japan,88847,Manager,Rural,Facebook,297,Vlogs,27,26,Afternoon,4,Boredom,7:25 PM,2,Millenials,Upper-Middle Income
459,460,45,Male,United States,42432,Students,Rural,TikTok,37,Entertainment,24,17,Afternoon,4,Habit,7:25 PM,2,Gen X,Lower-Middle Income
460,461,22,Female,United States,84089,Labor/Worker,Rural,Instagram,10,Vlogs,13,19,Afternoon,4,Procrastination,7:25 PM,2,Gen Z,Upper-Middle Income
461,462,64,Male,Indonesia,75398,Labor/Worker,Rural,YouTube,197,Life Hacks,5,5,Afternoon,4,Boredom,7:25 PM,2,Baby Boomers,Middle Income
462,463,47,Female,Indonesia,23321,Labor/Worker,Rural,TikTok,65,Jokes/Memes,4,22,Morning,1,Procrastination,7:45 AM,0,Gen X,Low Income
463,464,63,Male,India,57383,Engineer,Rural,TikTok,44,Life Hacks,13,20,Afternoon,4,Entertainment,7:25 PM,2,Baby Boomers,Lower-Middle Income
464,465,22,Male,Mexico,98682,Labor/Worker,Urban,TikTok,121,Jokes/Memes,9,16,Night,8,Habit,11:30 PM,6,Gen Z,High Income
465,466,29,Female,Barzil,99190,Waiting staff,Rural,Instagram,295,ASMR,25,7,Evening,3,Habit,3:55 PM,1,Millenials,High Income
466,467,33,Female,India,72893,driver,Rural,YouTube,45,Trends,17,7,Afternoon,4,Entertainment,7:25 PM,2,Millenials,Middle Income
467,468,43,Male,United States,55820,Students,Rural,Facebook,226,Vlogs,2,18,Evening,3,Procrastination,3:55 PM,1,Millenials,Lower-Middle Income
468,469,43,Female,Vietnam,86262,Manager,Rural,Facebook,89,Life Hacks,24,18,Morning,1,Boredom,7:45 AM,0,Millenials,Upper-Middle Income
469,470,38,Male,Indonesia,23760,Students,Rural,Facebook,92,Vlogs,5,2,Night,8,Entertainment,11:30 PM,6,Millenials,Low Income
470,471,56,Other,United States,42190,driver,Urban,YouTube,74,Jokes/Memes,16,15,Morning,1,Habit,7:45 AM,0,Gen X,Lower-Middle Income
471,472,53,Female,India,87411,Students,Urban,Facebook,137,Gaming,7,14,Night,8,Entertainment,11:30 PM,6,Gen X,Upper-Middle Income
472,473,50,Other,Philippines,43377,Labor/Worker,Rural,Instagram,31,Comedy,1,18,Night,8,Habit,11:30 PM,6,Gen X,Lower-Middle Income
473,474,47,Male,United States,66737,Students,Rural,YouTube,225,Jokes/Memes,28,29,Afternoon,4,Habit,7:25 PM,2,Gen X,Middle Income
474,475,54,Male,India,89569,Manager,Rural,TikTok,116,Life Hacks,26,9,Morning,1,Boredom,7:45 AM,0,Gen X,Upper-Middle Income
475,476,40,Male,Barzil,58211,Manager,Rural,Instagram,118,Comedy,12,14,Night,8,Entertainment,11:30 PM,6,Millenials,Lower-Middle Income
476,477,27,Female,India,23744,driver,Rural,TikTok,190,Life Hacks,21,5,Morning,1,Habit,7:45 AM,0,Gen Z,Low Income
477,478,22,Male,Philippines,44995,driver,Urban,Facebook,173,Gaming,11,11,Afternoon,4,Procrastination,7:25 PM,2,Gen Z,Lower-Middle Income
478,479,53,Male,India,36977,Students,Urban,Instagram,77,Entertainment,12,8,Evening,3,Entertainment,3:55 PM,1,Gen X,Low Income
479,480,51,Female,Japan,54542,driver,Urban,YouTube,189,Trends,19,5,Evening,3,Entertainment,3:55 PM,1,Gen X,Lower-Middle Income
480,481,48,Other,United States,30651,Labor/Worker,Rural,Instagram,190,Pranks,26,29,Night,8,Entertainment,11:30 PM,6,Gen X,Low Income
481,482,27,Female,India,98931,Labor/Worker,Rural,TikTok,178,Jokes/Memes,12,11,Morning,1,Procrastination,7:45 AM,0,Gen Z,High Income
482,483,36,Male,Germany,36715,Waiting staff,Urban,YouTube,31,Life Hacks,12,5,Night,8,Boredom,11:30 PM,6,Millenials,Low Income
483,484,49,Female,Japan,64409,Artist,Rural,Instagram,75,Comedy,14,17,Afternoon,4,Habit,7:25 PM,2,Gen X,Middle Income
484,485,18,Male,Japan,44306,Waiting staff,Rural,Instagram,30,Trends,2,22,Evening,3,Habit,3:55 PM,1,Gen Z,Lower-Middle Income
485,486,22,Female,India,39086,Labor/Worker,Rural,Instagram,109,Trends,2,4,Evening,3,Boredom,3:55 PM,1,Gen Z,Lower-Middle Income
486,487,62,Male,Germany,34376,Waiting staff,Urban,Instagram,112,Life Hacks,25,15,Night,8,Entertainment,11:30 PM,6,Baby Boomers,Low Income
487,488,21,Other,India,81350,Labor/Worker,Rural,YouTube,56,Life Hacks,29,19,Afternoon,4,Boredom,7:25 PM,2,Gen Z,Upper-Middle Income
488,489,33,Male,United States,91425,Waiting staff,Urban,TikTok,48,Gaming,4,22,Evening,3,Boredom,3:55 PM,1,Millenials,High Income
489,490,41,Female,Barzil,56636,Students,Rural,Instagram,294,Pranks,20,2,Evening,3,Entertainment,3:55 PM,1,Millenials,Lower-Middle Income
490,491,33,Female,Pakistan,71649,driver,Urban,YouTube,99,Vlogs,23,24,Evening,3,Entertainment,3:55 PM,1,Millenials,Middle Income
491,492,19,Male,United States,54610,Students,Rural,TikTok,94,Jokes/Memes,26,17,Evening,3,Habit,3:55 PM,1,Gen Z,Lower-Middle Income
492,493,45,Female,India,30058,Students,Rural,Instagram,282,ASMR,16,12,Night,8,Boredom,11:30 PM,6,Gen X,Low Income
493,494,49,Male,Barzil,94637,Students,Rural,TikTok,197,Entertainment,10,25,Night,8,Habit,11:30 PM,6,Gen X,High Income
494,495,44,Male,Indonesia,98033,Labor/Worker,Rural,TikTok,168,Gaming,13,24,Afternoon,4,Procrastination,7:25 PM,2,Gen X,High Income
495,496,37,Male,India,90194,Waiting staff,Rural,YouTube,252,Jokes/Memes,2,17,Night,8,Procrastination,11:30 PM,6,Millenials,High Income
496,497,41,Female,Indonesia,96917,Engineer,Urban,TikTok,82,Vlogs,3,10,Night,8,Entertainment,11:30 PM,6,Millenials,High Income
497,498,29,Female,Germany,84200,driver,Urban,YouTube,58,Entertainment,19,28,Night,8,Entertainment,11:30 PM,6,Millenials,Upper-Middle Income
498,499,52,Male,Indonesia,66619,Artist,Rural,Instagram,110,Gaming,6,25,Morning,1,Entertainment,7:45 AM,0,Gen X,Middle Income
499,500,50,Female,Vietnam,37154,Waiting staff,Rural,TikTok,11,Jokes/Memes,19,18,Morning,1,Boredom,7:45 AM,0,Gen X,Low Income
500,501,50,Male,United States,39539,driver,Urban,TikTok,253,Vlogs,27,19,Night,8,Habit,11:30 PM,6,Gen X,Lower-Middle Income
501,502,60,Other,United States,80058,Students,Rural,Facebook,185,Vlogs,21,18,Morning,1,Entertainment,7:45 AM,0,Baby Boomers,Upper-Middle Income
502,503,54,Male,Pakistan,82068,Students,Urban,Instagram,247,Jokes/Memes,20,13,Evening,3,Entertainment,3:55 PM,1,Gen X,Upper-Middle Income
503,504,29,Male,Vietnam,97313,Students,Rural,Instagram,68,Life Hacks,19,14,Morning,1,Boredom,7:45 AM,0,Millenials,High Income
504,505,20,Female,India,50373,Waiting staff,Urban,Facebook,108,ASMR,8,24,Afternoon,4,Boredom,7:25 PM,2,Gen Z,Lower-Middle Income
505,506,18,Male,Pakistan,53154,Manager,Rural,Facebook,11,Jokes/Memes,14,16,Afternoon,4,Entertainment,7:25 PM,2,Gen Z,Lower-Middle Income
506,507,50,Male,Indonesia,26031,Labor/Worker,Rural,YouTube,252,Jokes/Memes,10,18,Evening,3,Entertainment,3:55 PM,1,Gen X,Low Income
507,508,57,Female,India,91975,Students,Rural,YouTube,220,Comedy,3,26,Evening,3,Habit,3:55 PM,1,Gen X,High Income
508,509,27,Female,Philippines,42785,Labor/Worker,Rural,TikTok,132,Vlogs,6,18,Afternoon,4,Entertainment,7:25 PM,2,Gen Z,Lower-Middle Income
509,510,60,Other,India,98928,Labor/Worker,Rural,TikTok,238,Pranks,29,16,Night,8,Procrastination,11:30 PM,6,Baby Boomers,High Income
510,511,61,Female,Mexico,48669,Labor/Worker,Rural,TikTok,91,Jokes/Memes,15,17,Night,8,Habit,11:30 PM,6,Baby Boomers,Lower-Middle Income
511,512,46,Male,Pakistan,22282,Students,Urban,TikTok,153,Gaming,23,7,Afternoon,4,Boredom,7:25 PM,2,Gen X,Low Income
512,513,30,Female,Indonesia,54624,Engineer,Rural,YouTube,149,ASMR,23,12,Morning,1,Entertainment,7:45 AM,0,Millenials,Lower-Middle Income
513,514,29,Female,India,68438,Labor/Worker,Urban,Instagram,38,Vlogs,18,2,Night,8,Entertainment,11:30 PM,6,Millenials,Middle Income
514,515,48,Other,Barzil,87534,Labor/Worker,Rural,TikTok,279,Comedy,14,10,Afternoon,4,Boredom,7:25 PM,2,Gen X,Upper-Middle Income
515,516,63,Male,United States,51705,Students,Rural,Instagram,256,Entertainment,19,5,Evening,3,Procrastination,3:55 PM,1,Baby Boomers,Lower-Middle Income
516,517,19,Male,Japan,58244,Waiting staff,Urban,TikTok,21,Vlogs,28,21,Afternoon,4,Habit,7:25 PM,2,Gen Z,Lower-Middle Income
517,518,52,Male,United States,94964,Waiting staff,Urban,Facebook,115,Trends,26,3,Morning,1,Entertainment,7:45 AM,0,Gen X,High Income
518,519,40,Female,India,57437,Students,Rural,TikTok,41,Gaming,10,19,Morning,1,Boredom,7:45 AM,0,Millenials,Lower-Middle Income
519,520,34,Male,India,97872,Students,Urban,TikTok,83,Life Hacks,15,13,Afternoon,4,Boredom,7:25 PM,2,Millenials,High Income
520,521,43,Male,Germany,94878,Engineer,Rural,TikTok,180,Vlogs,4,12,Night,8,Entertainment,11:30 PM,6,Millenials,High Income
521,522,25,Other,India,92982,Labor/Worker,Rural,YouTube,78,Life Hacks,23,3,Evening,3,Entertainment,3:55 PM,1,Gen Z,High Income
522,523,46,Female,India,70583,Waiting staff,Urban,Facebook,146,Trends,2,6,Afternoon,4,Habit,7:25 PM,2,Gen X,Middle Income
523,524,43,Male,India,58392,Teacher,Rural,TikTok,109,Jokes/Memes,3,14,Evening,3,Entertainment,3:55 PM,1,Millenials,Lower-Middle Income
524,525,27,Other,United States,27461,Artist,Urban,TikTok,155,Jokes/Memes,7,4,Afternoon,4,Habit,7:25 PM,2,Gen Z,Low Income
525,526,43,Male,India,30516,Waiting staff,Rural,Instagram,18,Life Hacks,23,13,Morning,1,Boredom,7:45 AM,0,Millenials,Low Income
526,527,51,Male,Pakistan,99285,Students,Rural,Facebook,71,Life Hacks,16,19,Afternoon,4,Procrastination,7:25 PM,2,Gen X,High Income
527,528,58,Other,Japan,37514,Engineer,Rural,TikTok,194,Trends,10,18,Evening,3,Habit,3:55 PM,1,Gen X,Low Income
528,529,24,Male,India,56268,Artist,Urban,Instagram,38,Comedy,19,29,Night,8,Habit,11:30 PM,6,Gen Z,Lower-Middle Income
529,530,21,Female,Japan,56788,Waiting staff,Rural,Instagram,123,Gaming,28,3,Night,8,Boredom,11:30 PM,6,Gen Z,Lower-Middle Income
530,531,62,Male,Philippines,95749,Artist,Rural,YouTube,152,Entertainment,17,20,Night,8,Procrastination,11:30 PM,6,Baby Boomers,High Income
531,532,28,Female,Indonesia,81049,Cashier,Rural,Instagram,129,Pranks,28,6,Evening,3,Procrastination,3:55 PM,1,Millenials,Upper-Middle Income
532,533,46,Male,India,82493,Labor/Worker,Rural,TikTok,179,Jokes/Memes,19,16,Night,8,Entertainment,11:30 PM,6,Gen X,Upper-Middle Income
533,534,53,Female,United States,56027,Students,Rural,YouTube,166,Vlogs,5,20,Night,8,Entertainment,11:30 PM,6,Gen X,Lower-Middle Income
534,535,42,Other,India,62849,Cashier,Rural,YouTube,269,Gaming,23,24,Night,8,Habit,11:30 PM,6,Millenials,Middle Income
535,536,38,Male,Indonesia,37858,Manager,Rural,TikTok,91,Life Hacks,20,3,Night,8,Entertainment,11:30 PM,6,Millenials,Low Income
536,537,53,Female,Philippines,99003,driver,Rural,Facebook,251,Trends,13,12,Evening,3,Procrastination,3:55 PM,1,Gen X,High Income
537,538,27,Male,United States,72395,driver,Rural,Instagram,181,ASMR,13,19,Night,8,Boredom,11:30 PM,6,Gen Z,Middle Income
538,539,54,Male,India,59758,Students,Rural,YouTube,240,Life Hacks,11,19,Evening,3,Boredom,3:55 PM,1,Gen X,Middle Income
539,540,26,Other,India,74312,Artist,Rural,Facebook,217,Gaming,11,24,Evening,3,Boredom,3:55 PM,1,Gen Z,Middle Income
540,541,41,Male,Japan,88670,Students,Urban,TikTok,84,Trends,16,4,Evening,3,Habit,3:55 PM,1,Millenials,Upper-Middle Income
541,542,52,Male,Indonesia,35434,Waiting staff,Rural,Instagram,279,Trends,15,1,Night,8,Habit,11:30 PM,6,Gen X,Low Income
542,543,52,Male,Japan,84047,Waiting staff,Urban,Instagram,123,Trends,17,2,Night,8,Boredom,11:30 PM,6,Gen X,Upper-Middle Income
543,544,53,Other,Philippines,67775,Students,Rural,YouTube,71,Jokes/Memes,22,13,Night,8,Habit,11:30 PM,6,Gen X,Middle Income
544,545,35,Other,United States,95769,Manager,Rural,Instagram,111,Pranks,18,26,Afternoon,4,Habit,7:25 PM,2,Millenials,High Income
545,546,56,Female,India,86677,Labor/Worker,Rural,Instagram,219,Jokes/Memes,28,29,Afternoon,4,Habit,7:25 PM,2,Gen X,Upper-Middle Income
546,547,49,Female,Mexico,65734,Waiting staff,Urban,Instagram,264,Comedy,19,13,Evening,3,Habit,3:55 PM,1,Gen X,Middle Income
547,548,41,Female,United States,60603,Students,Rural,Instagram,29,ASMR,4,2,Evening,3,Boredom,3:55 PM,1,Millenials,Middle Income
548,549,40,Other,India,96708,Manager,Rural,TikTok,67,Life Hacks,22,19,Evening,3,Boredom,3:55 PM,1,Millenials,High Income
549,550,49,Male,United States,88803,Cashier,Urban,Facebook,121,Vlogs,22,22,Night,7,Habit,11:30 PM,5,Gen X,Upper-Middle Income
550,551,54,Male,Japan,59332,driver,Rural,TikTok,205,Vlogs,23,24,Night,7,Procrastination,11:30 PM,5,Gen X,Middle Income
551,552,29,Male,United States,41312,Labor/Worker,Rural,TikTok,101,ASMR,5,16,Afternoon,4,Boredom,7:25 PM,2,Millenials,Lower-Middle Income
552,553,30,Male,Philippines,64179,Engineer,Rural,YouTube,61,Comedy,7,12,Night,7,Entertainment,11:30 PM,5,Millenials,Middle Income
553,554,40,Other,Vietnam,91442,Teacher,Rural,Instagram,17,Gaming,2,1,Evening,3,Procrastination,3:55 PM,1,Millenials,High Income
